'2022/04/04,'00:00:01,true,true,false,false,false,false,7.36,true,false,true,false,false,false,8.48,true,false,true,false,false,false,7.02,true,true,false,false,true,false,7.04
DATE,TIME,L1QuatHut,L1PumpTH_A,L1PumpTH_B,L1PumpChemical_A,L1PumpChemical_B,L1AGIGATOR,L1pH,L2QuatHut,L2PumpTH_A,L2PumpTH_B,L2PumpChemical_A,L2PumpChemical_B,L2AGIGATOR,L2pH,L3QuatHut,L3PumpTH_A,L3PumpTH_B,L3PumpChemical_A,L3PumpChemical_B,L3AGIGATOR,L3pH,L4QuatHut,L4PumpTH_A,L4PumpTH_B,L4PumpChemical_A,L4PumpChemical_B,L4AGIGATOR,L4pH
'2022/04/04,'01:00:00,true,true,false,false,false,false,7.49,true,false,true,false,false,false,8.19,true,false,true,false,false,false,7.04,true,true,false,false,true,false,7.04
'2022/04/04,'02:00:00,true,true,false,false,false,false,7.49,true,false,true,false,false,false,8.38,true,false,true,false,false,false,7.04,true,true,false,false,true,false,7.04
'2022/04/04,'03:00:01,true,true,false,false,false,false,7.25,true,false,true,false,false,false,8.37,true,false,true,false,false,false,7,true,true,false,false,true,false,7.04
'2022/04/04,'04:00:00,true,true,false,false,false,false,7.56,true,false,true,false,false,false,8.13,true,false,true,false,false,false,7.04,true,true,false,false,true,false,7.04
'2022/04/04,'05:00:01,true,true,false,false,false,false,7.12,true,false,true,false,false,false,8.21,true,false,true,false,false,false,7,true,true,false,false,true,false,7.03
'2022/04/04,'06:00:01,true,true,false,false,false,false,7.15,true,false,true,false,false,false,8.23,true,false,true,false,false,false,7.04,true,true,false,false,true,false,7.03
'2022/04/04,'07:00:01,true,true,false,false,false,false,7.25,true,false,true,false,false,false,8.34,true,false,true,false,false,false,7.07,true,true,false,false,true,false,7.03
'2022/04/04,'08:00:00,true,true,false,false,false,false,7.26,true,false,true,false,false,false,8.37,true,false,true,false,false,false,6.98,true,true,false,false,true,false,7.03
'2022/04/04,'09:00:00,true,true,false,false,false,false,7.44,true,false,true,false,false,false,8.33,true,false,true,false,false,false,6.95,true,true,false,false,true,false,7.01
'2022/04/04,'10:00:00,true,true,false,false,false,false,7.46,true,false,true,false,false,false,7.93,true,false,true,false,false,false,6.95,true,true,false,false,true,false,6.99
'2022/04/04,'11:00:01,true,true,false,false,false,false,7.32,true,false,true,false,false,false,8,true,false,true,false,false,false,6.98,true,true,false,false,true,false,6.99
'2022/04/04,'12:00:00,true,true,false,false,false,false,7.39,true,false,true,false,false,false,8.17,true,false,true,false,false,false,7,true,true,false,false,true,false,7
'2022/04/04,'13:00:01,true,true,false,false,false,false,7.29,true,false,true,false,false,false,8,true,false,true,false,false,false,6.94,true,true,false,false,true,false,7
'2022/04/04,'14:00:01,true,true,false,false,false,false,7.19,true,false,true,false,false,false,8.1,true,false,true,false,false,false,6.98,true,true,false,false,true,false,7.01
'2022/04/04,'15:00:02,true,true,false,false,false,false,7.37,true,false,true,false,false,false,7.95,true,false,true,false,false,false,6.94,true,true,false,false,true,false,7.01
'2022/04/04,'16:00:01,true,true,false,false,false,false,7.18,true,false,true,false,false,false,7.98,true,false,true,false,false,false,7.02,true,true,false,false,true,false,7.01
'2022/04/04,'17:00:01,true,true,false,false,false,false,7.29,true,false,true,false,false,false,8.03,true,false,true,false,false,false,6.98,true,true,false,false,true,false,7.02
'2022/04/04,'18:00:00,true,true,false,false,false,false,7.26,true,false,true,false,false,false,8.28,true,false,true,false,false,false,7,true,true,false,false,true,false,7.02
'2022/04/04,'19:00:01,true,true,false,false,false,false,7.5,true,false,true,false,false,false,8.41,true,false,true,false,false,false,7.08,true,true,false,false,true,false,7.02
'2022/04/04,'20:00:01,true,true,false,false,false,false,7.6,true,false,true,false,false,false,8.24,true,false,true,false,false,false,6.98,true,true,false,false,true,false,7.02
'2022/04/04,'21:00:00,true,true,false,false,false,false,7.44,true,false,true,false,false,false,8.19,true,false,true,false,false,false,7.07,true,true,false,false,true,false,7.01
'2022/04/04,'22:00:00,true,true,false,false,false,false,7.36,true,false,true,false,false,false,8.2,true,false,true,false,false,false,7.02,true,true,false,false,true,false,7.01
'2022/04/04,'23:00:00,true,true,false,false,false,false,7.29,true,false,true,false,false,false,8.31,true,false,true,false,false,false,7.05,true,true,false,false,true,false,7.02
